dialogue_id,valid_transitions,emotion_shifts,shift_rate,split
154,8,6,0.75,train
155,12,7,0.5833333333333334,train
156,11,10,0.9090909090909091,train
157,2,0,0.0,train
158,5,4,0.8,train
159,9,5,0.5555555555555556,train
160,16,11,0.6875,train
161,5,3,0.6,train
162,1,0,0.0,train
163,10,8,0.8,train
164,9,7,0.7777777777777778,train
165,19,9,0.47368421052631576,train
166,2,0,0.0,train
167,12,8,0.6666666666666666,train
168,14,6,0.42857142857142855,train
169,2,1,0.5,train
170,11,10,0.9090909090909091,train
171,7,4,0.5714285714285714,train
172,6,2,0.3333333333333333,train
173,8,7,0.875,train
174,7,3,0.42857142857142855,train
175,11,10,0.9090909090909091,train
176,8,6,0.75,train
177,10,8,0.8,train
178,2,2,1.0,train
179,19,3,0.15789473684210525,train
180,11,8,0.7272727272727273,train
181,4,3,0.75,train
182,15,5,0.3333333333333333,train
183,19,10,0.5263157894736842,train
184,21,16,0.7619047619047619,train
185,13,10,0.7692307692307693,train
186,5,2,0.4,train
187,9,7,0.7777777777777778,train
188,4,2,0.5,train
189,13,9,0.6923076923076923,train
190,7,6,0.8571428571428571,train
191,6,3,0.5,train
192,7,5,0.7142857142857143,train
193,7,4,0.5714285714285714,train
194,1,1,1.0,train
195,19,13,0.6842105263157895,train
196,2,1,0.5,train
197,7,5,0.7142857142857143,train
198,6,5,0.8333333333333334,train
199,11,6,0.5454545454545454,train
200,9,4,0.4444444444444444,train
201,9,6,0.6666666666666666,train
202,13,7,0.5384615384615384,train
203,5,3,0.6,train
204,13,6,0.46153846153846156,train
205,6,4,0.6666666666666666,train
206,18,12,0.6666666666666666,train
207,19,10,0.5263157894736842,train
208,14,12,0.8571428571428571,train
210,10,4,0.4,train
211,12,12,1.0,train
212,9,8,0.8888888888888888,train
213,4,3,0.75,train
214,10,8,0.8,train
216,2,1,0.5,train
218,11,4,0.36363636363636365,train
219,12,9,0.75,train
220,6,4,0.6666666666666666,train
221,5,3,0.6,train
222,17,11,0.6470588235294118,train
223,14,4,0.2857142857142857,train
224,5,1,0.2,train
225,11,7,0.6363636363636364,train
226,17,11,0.6470588235294118,train
228,7,6,0.8571428571428571,train
229,4,2,0.5,train
230,1,1,1.0,train
231,14,5,0.35714285714285715,train
232,19,13,0.6842105263157895,train
233,1,1,1.0,train
234,8,6,0.75,train
235,9,7,0.7777777777777778,train
236,13,9,0.6923076923076923,train
237,11,7,0.6363636363636364,train
238,6,0,0.0,train
239,6,4,0.6666666666666666,train
240,6,2,0.3333333333333333,train
241,13,10,0.7692307692307693,train
242,6,3,0.5,train
243,1,1,1.0,train
244,4,2,0.5,train
245,16,11,0.6875,train
246,6,2,0.3333333333333333,train
247,2,2,1.0,train
248,5,4,0.8,train
249,11,6,0.5454545454545454,train
250,6,5,0.8333333333333334,train
251,6,2,0.3333333333333333,train
252,16,5,0.3125,train
253,11,10,0.9090909090909091,train
254,9,4,0.4444444444444444,train
255,15,13,0.8666666666666667,train
256,15,9,0.6,train
257,6,4,0.6666666666666666,train
258,6,4,0.6666666666666666,train
259,3,1,0.3333333333333333,train
260,11,6,0.5454545454545454,train
261,8,6,0.75,train
262,4,2,0.5,train
263,8,6,0.75,train
264,18,9,0.5,train
265,4,4,1.0,train
268,1,1,1.0,train
269,1,1,1.0,train
270,3,2,0.6666666666666666,train
271,10,5,0.5,train
272,8,5,0.625,train
273,18,11,0.6111111111111112,train
274,12,9,0.75,train
275,16,13,0.8125,train
276,1,1,1.0,train
277,6,2,0.3333333333333333,train
278,8,6,0.75,train
279,15,14,0.9333333333333333,train
280,2,2,1.0,train
281,10,8,0.8,train
282,2,2,1.0,train
283,6,4,0.6666666666666666,train
284,2,0,0.0,train
285,14,8,0.5714285714285714,train
286,3,0,0.0,train
287,12,8,0.6666666666666666,train
288,20,12,0.6,train
289,4,3,0.75,train
291,1,0,0.0,train
292,5,4,0.8,train
293,12,9,0.75,train
294,1,1,1.0,train
295,21,9,0.42857142857142855,train
296,20,12,0.6,train
297,9,9,1.0,train
298,6,4,0.6666666666666666,train
299,3,0,0.0,train
300,13,9,0.6923076923076923,train
301,14,11,0.7857142857142857,train
302,10,8,0.8,train
303,1,1,1.0,train
304,10,3,0.3,train
305,14,8,0.5714285714285714,train
306,7,5,0.7142857142857143,train
307,12,5,0.4166666666666667,train
308,5,2,0.4,train
309,4,3,0.75,train
310,6,5,0.8333333333333334,train
311,12,9,0.75,train
312,21,14,0.6666666666666666,train
313,3,1,0.3333333333333333,train
314,10,4,0.4,train
315,9,4,0.4444444444444444,train
316,8,6,0.75,train
317,15,9,0.6,train
318,4,0,0.0,train
319,22,15,0.6818181818181818,train
320,17,12,0.7058823529411765,train
321,11,8,0.7272727272727273,train
322,1,1,1.0,train
324,7,2,0.2857142857142857,train
326,8,6,0.75,train
327,7,7,1.0,train
328,8,5,0.625,train
329,10,10,1.0,train
330,3,2,0.6666666666666666,train
331,9,4,0.4444444444444444,train
332,15,9,0.6,train
333,4,2,0.5,train
334,12,3,0.25,train
335,3,2,0.6666666666666666,train
336,19,14,0.7368421052631579,train
337,19,15,0.7894736842105263,train
338,16,7,0.4375,train
339,2,1,0.5,train
342,19,12,0.631578947368421,train
344,13,9,0.6923076923076923,train
345,4,3,0.75,train
346,6,4,0.6666666666666666,train
347,11,10,0.9090909090909091,train
348,2,0,0.0,train
349,11,7,0.6363636363636364,train
350,7,2,0.2857142857142857,train
351,15,12,0.8,train
352,6,6,1.0,train
353,1,0,0.0,train
354,17,7,0.4117647058823529,train
355,4,3,0.75,train
356,22,18,0.8181818181818182,train
357,2,2,1.0,train
358,18,13,0.7222222222222222,train
359,4,3,0.75,train
360,5,1,0.2,train
361,14,8,0.5714285714285714,train
362,9,8,0.8888888888888888,train
363,1,0,0.0,train
365,14,5,0.35714285714285715,train
366,18,12,0.6666666666666666,train
367,15,11,0.7333333333333333,train
368,1,1,1.0,train
370,3,3,1.0,train
371,11,4,0.36363636363636365,train
372,12,7,0.5833333333333334,train
373,1,1,1.0,train
374,15,10,0.6666666666666666,train
375,4,3,0.75,train
376,3,1,0.3333333333333333,train
377,6,3,0.5,train
378,2,0,0.0,train
379,10,5,0.5,train
380,4,4,1.0,train
382,2,2,1.0,train
383,11,6,0.5454545454545454,train
384,4,3,0.75,train
385,5,3,0.6,train
387,4,4,1.0,train
388,16,14,0.875,train
389,12,10,0.8333333333333334,train
390,2,2,1.0,train
392,12,7,0.5833333333333334,train
393,7,4,0.5714285714285714,train
394,1,1,1.0,train
395,8,5,0.625,train
397,2,1,0.5,train
398,13,9,0.6923076923076923,train
400,8,6,0.75,train
401,12,6,0.5,train
402,1,0,0.0,train
404,17,8,0.47058823529411764,train
405,6,3,0.5,train
406,3,0,0.0,train
407,10,6,0.6,train
408,4,0,0.0,train
409,10,5,0.5,train
410,18,12,0.6666666666666666,train
411,4,4,1.0,train
412,16,12,0.75,train
413,4,0,0.0,train
414,9,4,0.4444444444444444,train
415,10,3,0.3,train
416,2,1,0.5,train
418,22,10,0.45454545454545453,train
420,7,3,0.42857142857142855,train
421,8,4,0.5,train
422,7,2,0.2857142857142857,train
423,10,4,0.4,train
424,14,3,0.21428571428571427,train
425,5,2,0.4,train
426,7,4,0.5714285714285714,train
427,1,1,1.0,train
428,8,8,1.0,train
429,11,4,0.36363636363636365,train
430,8,7,0.875,train
431,19,11,0.5789473684210527,train
433,1,0,0.0,train
434,14,5,0.35714285714285715,train
435,9,5,0.5555555555555556,train
436,5,5,1.0,train
437,2,2,1.0,train
438,13,8,0.6153846153846154,train
439,6,6,1.0,train
440,13,6,0.46153846153846156,train
441,9,6,0.6666666666666666,train
442,5,3,0.6,train
443,7,2,0.2857142857142857,train
444,6,1,0.16666666666666666,train
445,20,13,0.65,train
446,19,7,0.3684210526315789,train
447,2,1,0.5,train
448,11,4,0.36363636363636365,train
449,13,10,0.7692307692307693,train
450,23,11,0.4782608695652174,train
451,7,6,0.8571428571428571,train
452,4,2,0.5,train
453,1,0,0.0,train
454,2,2,1.0,train
455,17,10,0.5882352941176471,train
456,11,9,0.8181818181818182,train
457,13,8,0.6153846153846154,train
459,11,6,0.5454545454545454,train
460,3,3,1.0,train
461,3,0,0.0,train
462,6,4,0.6666666666666666,train
463,13,10,0.7692307692307693,train
464,20,14,0.7,train
465,5,4,0.8,train
466,15,10,0.6666666666666666,train
467,2,1,0.5,train
468,9,6,0.6666666666666666,train
469,1,1,1.0,train
471,6,3,0.5,train
472,1,1,1.0,train
473,4,3,0.75,train
474,18,13,0.7222222222222222,train
475,16,8,0.5,train
476,11,10,0.9090909090909091,train
477,18,13,0.7222222222222222,train
478,13,7,0.5384615384615384,train
479,11,5,0.45454545454545453,train
480,9,4,0.4444444444444444,train
481,14,8,0.5714285714285714,train
482,17,13,0.7647058823529411,train
483,15,9,0.6,train
484,2,0,0.0,train
486,17,9,0.5294117647058824,train
488,5,1,0.2,train
489,4,1,0.25,train
491,2,1,0.5,train
492,3,1,0.3333333333333333,train
493,12,7,0.5833333333333334,train
495,2,1,0.5,train
496,14,10,0.7142857142857143,train
497,2,2,1.0,train
498,8,4,0.5,train
499,18,11,0.6111111111111112,train
500,1,1,1.0,train
501,12,7,0.5833333333333334,train
502,2,2,1.0,train
503,15,10,0.6666666666666666,train
504,13,7,0.5384615384615384,train
505,15,9,0.6,train
506,11,4,0.36363636363636365,train
507,16,10,0.625,train
508,20,9,0.45,train
509,16,5,0.3125,train
510,5,5,1.0,train
511,6,5,0.8333333333333334,train
512,14,7,0.5,train
513,4,1,0.25,train
514,7,3,0.42857142857142855,train
515,6,4,0.6666666666666666,train
516,5,4,0.8,train
517,6,5,0.8333333333333334,train
518,8,5,0.625,train
519,4,3,0.75,train
520,6,4,0.6666666666666666,train
521,6,4,0.6666666666666666,train
522,6,4,0.6666666666666666,train
523,23,17,0.7391304347826086,train
524,16,11,0.6875,train
525,8,5,0.625,train
526,20,11,0.55,train
527,7,7,1.0,train
528,5,4,0.8,train
529,9,5,0.5555555555555556,train
530,23,12,0.5217391304347826,train
531,15,10,0.6666666666666666,train
532,15,9,0.6,train
533,9,4,0.4444444444444444,train
534,3,2,0.6666666666666666,train
535,3,3,1.0,train
536,15,9,0.6,train
537,4,3,0.75,train
538,9,5,0.5555555555555556,train
539,6,4,0.6666666666666666,train
540,3,2,0.6666666666666666,train
541,19,13,0.6842105263157895,train
542,8,5,0.625,train
543,2,2,1.0,train
544,8,6,0.75,train
545,13,10,0.7692307692307693,train
546,18,8,0.4444444444444444,train
547,2,2,1.0,train
548,7,4,0.5714285714285714,train
549,9,7,0.7777777777777778,train
551,9,6,0.6666666666666666,train
552,4,1,0.25,train
553,20,7,0.35,train
554,12,6,0.5,train
555,4,2,0.5,train
556,6,5,0.8333333333333334,train
557,7,3,0.42857142857142855,train
558,6,6,1.0,train
559,7,2,0.2857142857142857,train
560,7,0,0.0,train
561,18,16,0.8888888888888888,train
562,11,7,0.6363636363636364,train
563,8,3,0.375,train
564,10,7,0.7,train
565,4,1,0.25,train
566,1,1,1.0,train
568,11,7,0.6363636363636364,train
569,3,2,0.6666666666666666,train
570,3,3,1.0,train
571,15,9,0.6,train
572,17,10,0.5882352941176471,train
573,10,8,0.8,train
574,19,16,0.8421052631578947,train
575,3,0,0.0,train
576,10,6,0.6,train
577,7,3,0.42857142857142855,train
578,9,6,0.6666666666666666,train
579,1,1,1.0,train
580,1,0,0.0,train
583,9,6,0.6666666666666666,train
584,9,7,0.7777777777777778,train
585,12,8,0.6666666666666666,train
587,5,5,1.0,train
588,6,4,0.6666666666666666,train
589,10,8,0.8,train
590,17,12,0.7058823529411765,train
591,3,0,0.0,train
592,13,7,0.5384615384615384,train
593,10,6,0.6,train
594,10,5,0.5,train
595,6,5,0.8333333333333334,train
596,21,12,0.5714285714285714,train
597,11,6,0.5454545454545454,train
598,4,2,0.5,train
599,17,12,0.7058823529411765,train
600,1,1,1.0,train
601,5,2,0.4,train
602,5,2,0.4,train
603,13,8,0.6153846153846154,train
604,13,8,0.6153846153846154,train
605,8,6,0.75,train
606,11,6,0.5454545454545454,train
607,15,8,0.5333333333333333,train
608,9,4,0.4444444444444444,train
610,7,5,0.7142857142857143,train
611,14,4,0.2857142857142857,train
612,9,6,0.6666666666666666,train
613,10,2,0.2,train
614,20,13,0.65,train
615,22,14,0.6363636363636364,train
616,4,3,0.75,train
617,10,4,0.4,train
618,1,0,0.0,train
619,8,2,0.25,train
621,7,3,0.42857142857142855,train
622,14,8,0.5714285714285714,train
623,18,10,0.5555555555555556,train
625,19,6,0.3157894736842105,train
626,13,7,0.5384615384615384,train
628,13,8,0.6153846153846154,train
629,17,6,0.35294117647058826,train
630,14,7,0.5,train
632,17,9,0.5294117647058824,train
633,9,7,0.7777777777777778,train
634,8,7,0.875,train
635,9,5,0.5555555555555556,train
636,6,5,0.8333333333333334,train
637,11,7,0.6363636363636364,train
638,12,7,0.5833333333333334,train
639,10,3,0.3,train
640,16,11,0.6875,train
641,1,1,1.0,train
642,4,2,0.5,train
643,6,3,0.5,train
644,10,9,0.9,train
645,16,9,0.5625,train
646,21,13,0.6190476190476191,train
648,6,4,0.6666666666666666,train
649,23,12,0.5217391304347826,train
650,8,6,0.75,train
651,12,4,0.3333333333333333,train
652,15,9,0.6,train
653,4,2,0.5,train
654,8,6,0.75,train
655,15,9,0.6,train
657,19,13,0.6842105263157895,train
658,20,13,0.65,train
659,19,7,0.3684210526315789,train
660,15,8,0.5333333333333333,train
661,9,4,0.4444444444444444,train
662,6,1,0.16666666666666666,train
663,9,3,0.3333333333333333,train
664,8,3,0.375,train
665,18,10,0.5555555555555556,train
666,16,11,0.6875,train
667,9,8,0.8888888888888888,train
668,1,1,1.0,train
669,4,3,0.75,train
670,15,13,0.8666666666666667,train
671,17,7,0.4117647058823529,train
672,15,12,0.8,train
673,20,4,0.2,train
674,8,2,0.25,train
675,5,2,0.4,train
676,14,11,0.7857142857142857,train
677,3,3,1.0,train
678,18,11,0.6111111111111112,train
679,16,10,0.625,train
680,14,8,0.5714285714285714,train
681,5,4,0.8,train
682,14,5,0.35714285714285715,train
684,2,0,0.0,train
685,1,0,0.0,train
686,11,9,0.8181818181818182,train
687,7,1,0.14285714285714285,train
689,14,7,0.5,train
690,9,2,0.2222222222222222,train
692,1,1,1.0,train
693,5,1,0.2,train
694,3,2,0.6666666666666666,train
695,6,6,1.0,train
696,7,4,0.5714285714285714,train
697,7,5,0.7142857142857143,train
698,7,7,1.0,train
699,14,10,0.7142857142857143,train
700,12,8,0.6666666666666666,train
701,1,0,0.0,train
702,2,2,1.0,train
703,6,2,0.3333333333333333,train
704,4,1,0.25,train
705,8,4,0.5,train
706,10,6,0.6,train
707,15,6,0.4,train
709,1,0,0.0,train
712,11,9,0.8181818181818182,train
713,2,2,1.0,train
714,5,4,0.8,train
716,5,2,0.4,train
717,12,9,0.75,train
718,6,2,0.3333333333333333,train
719,7,4,0.5714285714285714,train
720,18,11,0.6111111111111112,train
722,16,12,0.75,train
723,7,5,0.7142857142857143,train
724,5,0,0.0,train
725,6,2,0.3333333333333333,train
726,7,7,1.0,train
727,9,3,0.3333333333333333,train
728,11,4,0.36363636363636365,train
729,1,1,1.0,train
730,13,6,0.46153846153846156,train
732,1,1,1.0,train
733,12,6,0.5,train
734,2,1,0.5,train
735,19,7,0.3684210526315789,train
736,13,7,0.5384615384615384,train
737,8,4,0.5,train
738,8,5,0.625,train
739,13,6,0.46153846153846156,train
740,13,9,0.6923076923076923,train
741,4,3,0.75,train
743,5,5,1.0,train
744,11,4,0.36363636363636365,train
745,11,6,0.5454545454545454,train
747,18,15,0.8333333333333334,train
749,7,2,0.2857142857142857,train
750,4,1,0.25,train
752,11,6,0.5454545454545454,train
753,2,1,0.5,train
754,4,3,0.75,train
755,9,6,0.6666666666666666,train
756,9,5,0.5555555555555556,train
757,10,4,0.4,train
758,5,2,0.4,train
759,15,12,0.8,train
760,4,4,1.0,train
761,9,5,0.5555555555555556,train
762,4,3,0.75,train
763,10,7,0.7,train
765,1,1,1.0,train
766,6,5,0.8333333333333334,train
767,11,8,0.7272727272727273,train
768,8,6,0.75,train
769,2,2,1.0,train
770,17,10,0.5882352941176471,train
771,17,4,0.23529411764705882,train
772,15,5,0.3333333333333333,train
773,2,2,1.0,train
774,10,5,0.5,train
775,13,8,0.6153846153846154,train
776,7,3,0.42857142857142855,train
777,13,6,0.46153846153846156,train
778,10,6,0.6,train
779,1,0,0.0,train
780,7,6,0.8571428571428571,train
781,1,1,1.0,train
782,11,8,0.7272727272727273,train
783,8,3,0.375,train
784,1,1,1.0,train
785,1,1,1.0,train
786,3,1,0.3333333333333333,train
787,10,0,0.0,train
788,4,2,0.5,train
789,9,6,0.6666666666666666,train
791,21,10,0.47619047619047616,train
792,20,15,0.75,train
793,10,4,0.4,train
794,10,6,0.6,train
795,8,3,0.375,train
796,20,14,0.7,train
797,13,6,0.46153846153846156,train
798,6,4,0.6666666666666666,train
799,6,1,0.16666666666666666,train
800,1,1,1.0,train
801,8,3,0.375,train
802,4,3,0.75,train
803,6,4,0.6666666666666666,train
804,9,8,0.8888888888888888,train
805,7,6,0.8571428571428571,train
806,17,13,0.7647058823529411,train
807,1,1,1.0,train
808,7,2,0.2857142857142857,train
809,15,7,0.4666666666666667,train
810,17,11,0.6470588235294118,train
811,10,7,0.7,train
812,12,7,0.5833333333333334,train
813,10,8,0.8,train
814,4,3,0.75,train
815,3,0,0.0,train
816,4,1,0.25,train
817,14,9,0.6428571428571429,train
818,7,5,0.7142857142857143,train
819,18,8,0.4444444444444444,train
820,21,12,0.5714285714285714,train
821,14,8,0.5714285714285714,train
822,8,4,0.5,train
823,14,11,0.7857142857142857,train
824,1,0,0.0,train
825,2,1,0.5,train
826,4,3,0.75,train
827,12,8,0.6666666666666666,train
828,15,11,0.7333333333333333,train
829,2,2,1.0,train
830,7,3,0.42857142857142855,train
831,7,4,0.5714285714285714,train
832,15,11,0.7333333333333333,train
833,6,3,0.5,train
834,15,5,0.3333333333333333,train
835,11,10,0.9090909090909091,train
836,12,8,0.6666666666666666,train
837,2,1,0.5,train
839,12,7,0.5833333333333334,train
840,15,9,0.6,train
841,22,13,0.5909090909090909,train
842,9,4,0.4444444444444444,train
843,14,9,0.6428571428571429,train
844,20,13,0.65,train
845,11,9,0.8181818181818182,train
846,4,0,0.0,train
847,5,0,0.0,train
848,11,7,0.6363636363636364,train
849,11,6,0.5454545454545454,train
850,6,4,0.6666666666666666,train
851,20,10,0.5,train
852,8,6,0.75,train
853,14,11,0.7857142857142857,train
854,5,3,0.6,train
855,7,6,0.8571428571428571,train
856,4,3,0.75,train
857,11,2,0.18181818181818182,train
858,13,5,0.38461538461538464,train
859,3,3,1.0,train
860,15,10,0.6666666666666666,train
861,18,11,0.6111111111111112,train
862,3,2,0.6666666666666666,train
863,7,3,0.42857142857142855,train
864,4,2,0.5,train
865,6,6,1.0,train
866,10,6,0.6,train
867,7,7,1.0,train
868,3,1,0.3333333333333333,train
869,17,10,0.5882352941176471,train
870,7,0,0.0,train
871,10,3,0.3,train
872,9,4,0.4444444444444444,train
873,5,4,0.8,train
874,15,10,0.6666666666666666,train
875,10,9,0.9,train
876,2,1,0.5,train
877,4,2,0.5,train
878,3,1,0.3333333333333333,train
879,2,0,0.0,train
880,2,2,1.0,train
883,7,0,0.0,train
884,17,14,0.8235294117647058,train
885,4,2,0.5,train
886,19,9,0.47368421052631576,train
887,13,9,0.6923076923076923,train
888,19,9,0.47368421052631576,train
889,5,1,0.2,train
890,4,1,0.25,train
891,6,3,0.5,train
892,16,7,0.4375,train
893,17,8,0.47058823529411764,train
895,10,7,0.7,train
896,5,4,0.8,train
897,10,7,0.7,train
898,4,2,0.5,train
899,1,0,0.0,train
900,15,7,0.4666666666666667,train
901,17,13,0.7647058823529411,train
902,16,8,0.5,train
903,2,2,1.0,train
904,7,4,0.5714285714285714,train
905,16,11,0.6875,train
906,5,1,0.2,train
907,13,11,0.8461538461538461,train
908,16,11,0.6875,train
909,8,1,0.125,train
910,14,8,0.5714285714285714,train
911,5,4,0.8,train
912,7,3,0.42857142857142855,train
913,14,7,0.5,train
914,2,1,0.5,train
915,9,5,0.5555555555555556,train
916,13,11,0.8461538461538461,train
917,5,4,0.8,train
918,12,8,0.6666666666666666,train
919,1,1,1.0,train
920,4,4,1.0,train
921,10,8,0.8,train
922,8,5,0.625,train
923,13,12,0.9230769230769231,train
924,6,2,0.3333333333333333,train
925,8,4,0.5,train
926,17,10,0.5882352941176471,train
927,4,3,0.75,train
928,5,4,0.8,train
929,5,2,0.4,train
930,15,6,0.4,train
931,2,2,1.0,train
932,16,10,0.625,train
933,19,10,0.5263157894736842,train
934,4,1,0.25,train
935,13,10,0.7692307692307693,train
936,21,14,0.6666666666666666,train
937,6,0,0.0,train
938,9,5,0.5555555555555556,train
939,20,15,0.75,train
940,8,5,0.625,train
941,14,3,0.21428571428571427,train
942,8,6,0.75,train
943,5,4,0.8,train
944,1,1,1.0,train
945,15,12,0.8,train
946,16,14,0.875,train
947,15,9,0.6,train
948,15,4,0.26666666666666666,train
949,12,7,0.5833333333333334,train
950,17,9,0.5294117647058824,train
951,1,1,1.0,train
952,6,4,0.6666666666666666,train
953,22,13,0.5909090909090909,train
954,5,3,0.6,train
955,6,3,0.5,train
956,16,7,0.4375,train
957,1,0,0.0,train
959,9,5,0.5555555555555556,train
960,10,7,0.7,train
961,14,11,0.7857142857142857,train
962,5,3,0.6,train
963,9,7,0.7777777777777778,train
964,17,13,0.7647058823529411,train
965,6,4,0.6666666666666666,train
966,7,4,0.5714285714285714,train
967,9,4,0.4444444444444444,train
968,7,5,0.7142857142857143,train
969,6,5,0.8333333333333334,train
971,2,2,1.0,train
972,11,7,0.6363636363636364,train
973,18,11,0.6111111111111112,train
974,1,0,0.0,train
975,6,2,0.3333333333333333,train
976,12,6,0.5,train
977,14,10,0.7142857142857143,train
978,10,9,0.9,train
979,6,4,0.6666666666666666,train
980,11,6,0.5454545454545454,train
981,4,4,1.0,train
982,10,7,0.7,train
983,7,6,0.8571428571428571,train
984,5,2,0.4,train
985,4,4,1.0,train
986,16,7,0.4375,train
988,7,5,0.7142857142857143,train
989,11,7,0.6363636363636364,train
990,19,5,0.2631578947368421,train
991,14,5,0.35714285714285715,train
992,15,7,0.4666666666666667,train
993,3,1,0.3333333333333333,train
994,6,5,0.8333333333333334,train
995,1,1,1.0,train
996,20,11,0.55,train
997,9,8,0.8888888888888888,train
998,2,2,1.0,train
999,4,2,0.5,train
1000,3,2,0.6666666666666666,train
1001,11,6,0.5454545454545454,train
1002,5,3,0.6,train
1003,7,2,0.2857142857142857,train
1004,2,2,1.0,train
1005,21,16,0.7619047619047619,train
1006,5,3,0.6,train
1007,15,8,0.5333333333333333,train
1008,9,4,0.4444444444444444,train
1009,18,11,0.6111111111111112,train
1010,11,9,0.8181818181818182,train
1011,12,7,0.5833333333333334,train
1012,11,6,0.5454545454545454,train
1013,3,3,1.0,train
1014,4,2,0.5,train
1015,9,4,0.4444444444444444,train
1016,21,16,0.7619047619047619,train
1017,13,6,0.46153846153846156,train
1018,16,13,0.8125,train
1019,16,7,0.4375,train
1020,6,5,0.8333333333333334,train
1021,6,4,0.6666666666666666,train
1022,14,12,0.8571428571428571,train
1023,7,6,0.8571428571428571,train
1024,15,8,0.5333333333333333,train
1025,17,11,0.6470588235294118,train
1026,15,10,0.6666666666666666,train
1027,6,4,0.6666666666666666,train
1028,5,1,0.2,train
1029,14,8,0.5714285714285714,train
1030,5,4,0.8,train
